;Author;Title;Exist
363;Markus Holzer;Nondeterministic Finite Automata-Recent Results on the Descriptional and Computational Complexity.;both
364;Markus Holzer;Hybrid Extended Finite Automata.;both
365;Markus Holzer;Some Non-semi-decidability Problems for Linear and Deterministic Context-Free Languages.;both
366;Markus Holzer;State Complexity of Basic Operations on Nondeterministic Finite Automata.;both
367;Markus Holzer;Improving Raster Image Run-Length Encoding Using Data Order.;both
368;Frédéric Piat;Learning Stochastic Finite Automata for Musical Style Recognition.;both
369;Daniel Prusa;A Simple Extension to Finite Tree Automata for Defining Sets of Labeled, Connected Graphs.;both
370;Daniel Prusa;Two-Dimensional Pattern Matching Against Basic Picture Languages.;both
371;Daniel Prusa;Complexity of Sets of Two-Dimensional Patterns.;both
372;Daniel Prusa;(Un)decidability of the Emptiness Problem for Multi-dimensional Context-Free Grammars.;both
373;Daniel Prusa;Comparing Two-Dimensional One-Marker Automata to Sgraffito Automata.;both
374;Daniel Prusa;Restarting Tiling Automata.;both
375;Miguel A. Alonso;Tabulation of Bidirectional Push Down Automata.;both
376;Miguel A. Alonso;Searching for Asymptotic Error Repair.;both
377;Miguel A. Alonso;Compilation Methods of Minimal Acyclic Finite-State Automata for Large Dictionaries.;both
378;Miguel A. Alonso;Construction of Efficient Generalized LR Parsers.;left_only
379;Jesús Vilares Ferro;Robust Spelling Correction.;left_only
380;Jesús Vilares Ferro;Robust Parsing Using Dynamic Programming.;left_only
381;Jesús Vilares Ferro;Compilation of Constraint-Based Contextual Rules for Part-of-Speech Tagging into Finite State Transducers.;left_only
382;Kazuyuki Asada;Streaming Ranked-Tree-to-String Transducers.;both
383;Simon Beier;Semi-linear Lattices and Right One-Way Jumping Finite Automata (Extended Abstract).;both
384;Tomás Vávra;Analytic Functions Computable by Finite State Transducers.;both
385;Tibor Csáki;Multi-tape Automata with Symbol Classes.;both
386;Jens Vöge;Implementation of a Strategy Improvement Algorithm for Finite-State Parity Games.;both
387;Jens Vöge;Minimal Separating Sets for Muller Automata.;left_only
388;Jens Vöge;The Automata Theory Package ;left_only
389;Mikhail A. Roytberg;Subset Seed Automaton.;both
390;Akihiko Tozawa;XML Schema Containment Checking Based on Semi-implicit Techniques.;both
391;Michel Coornaert;Cellular Automata on Regular Rooted Trees.;both
392;Wojciech Debski;Concatenation State Machines and Simple Functions.;both
393;Aitzol Ezeiza;Using Finite State Technology in Natural Language Processing of Basque.;both
394;José Morais;Approximation to the Smallest Regular Expression for a Given Regular Language.;both
395;Maria Madonia;Tiling Automaton: A Computational Model for Recognizable Two-Dimensional Languages.;both
396;Maria Madonia;Simulating Two-Dimensional Recognizability by Pushdown and Queue Automata .;both
397;Adrian Francalanza;On the Complexity of Determinizing Monitors.;both
398;Larissa Werlein;Regulated Nondeterminism in Pushdown Automata.;both
399;Georgios Ch. Sirakoulis;Cellular Automata for Crowd Dynamics.;both
400;Sang-Ki Ko;Efficient Enumeration of Regular Expressions for Faster Regular Expression Synthesis.;both
401;Sang-Ki Ko;Alignment Distance of Regular Tree Languages.;both
402;Sang-Ki Ko;Left is Better than Right for Reducing Nondeterminism of NFAs.;both
403;Sang-Ki Ko;Approximate Matching between a Context-Free Grammar and a Finite-State Automaton.;both
404;Sang-Ki Ko;A Cellular Automaton Model for Car Traffic with a Form-One-Lane Rule.;both
405;William I. Gasarch;Implementing WS1S via Finite Automata: Performance Issues.;left_only
406;William I. Gasarch;Implementing WS1S via Finite Automata.;left_only
407;Jacques Farré;Reducing Acyclic Cover Transducers.;both
408;Jacques Farré;Shift-Resolve Parsing: Simple, Unbounded Lookahead, Linear Time.;both
409;Jacques Farré;Bounded-Graph Construction for Noncanonical Discriminating-Reverse Parsers.;both
410;Jacques Farré;A Basis for Looping Extensions to Discriminating-Reverse Parsing.;both
411;Jiri Dvorský;Word Random Access Compression.;both
412;Thierry Poibeau;Bi-directional Automata to Extract Complex Phrases from Texts.;left_only
413;Jean-Luc Joly;On the Uniform Random Generation of Non Deterministic Automata Up to Isomorphism.;both
414;Jean-Luc Joly;Random Generation and Enumeration of Accessible Deterministic Real-Time Pushdown Automata.;both
415;Gérard Duchamp;Brzozowski's Derivatives Extended to Multiplicities.;left_only
416;Gérard Duchamp;SEA: A Symbolic Environment for Automata Theory.;left_only
417;Gérard Duchamp;Operations over Automata with Multiplicities.;left_only
418;Edon Kelmendi;Stamina: Stabilisation Monoids in Automata Theory.;both
419;Lucian Ilie;Factor Oracles.;both
420;Manfred Kufleitner;Regular Ideal Languages and Their Boolean Combinations.;both
421;Manfred Kufleitner;Partially Ordered Two-Way Büchi Automata.;both
422;Steffen Kopecki;Complexity Results and the Growths of Hairpin Completions of Regular Languages (Extended Abstract).;both
423;Tom Sebastian;Early Nested Word Automata for XPath Query Answering on XML Streams.;both
424;Axel Legay;A Completion Algorithm for Lattice Tree Automata.;both
425;Axel Legay;Distributed Event Clock Automata - Extended Abstract.;both
426;Axel Legay;Computing Convex Hulls by Automata Iteration.;both
427;Kimmo Koskenniemi;A New Method for Compiling Parallel Replacement Rules.;both
428;Bundit Pibaljommee;Weighted Nested Word Automata and Logics over Strong Bimonoids.;both
429;Carsten Fritz;Constructing Büchi Automata from Linear Temporal Logic Using Simulation Relations for Alternating Büchi Automata.;both
430;Radek Pelánek;Deeper Connections Between LTL and Alternating Automata.;both
431;Lukás Holík;Antichain-Based Universality and Inclusion Testing over Nondeterministic Finite Tree Automata.;both
432;Lukás Holík;Composed Bisimulation for Tree Automata.;both
433;Casey Meijer;Implementation of Code Properties via Transducers.;both
434;Oscar H. Ibarra;Semilinearity of Families of Languages.;both
435;Oscar H. Ibarra;On Bounded Semilinear Languages, Counter Machines, and Finite-Index ET0L.;both
436;Oscar H. Ibarra;On the Ambiguity, Finite-Valuedness, and Lossiness Problems in Acceptors and Transducers.;both
437;Oscar H. Ibarra;Some Decision Problems Concerning NPDAs, Palindromes, and Dyck Languages.;both
438;Oscar H. Ibarra;How to Synchronize the Heads of a Multitape Automaton.;both
439;Oscar H. Ibarra;On the Containment and Equivalence Problems for GSMs, Transducers, and Linear CFGs.;both
440;Oscar H. Ibarra;Relational String Verification Using Multi-track Automata.;both
441;Oscar H. Ibarra;On Deterministic Catalytic Systems.;both
442;Oscar H. Ibarra;Automata-Theoretic Techniques for Analyzing Infinite-State Systems.;both
443;Oscar H. Ibarra;Past Pushdown Timed Automata.;both
444;Oscar H. Ibarra;Reachability and Safety in Queue Systems.;both
445;Oscar H. Ibarra;Generalizing the Discrete Timed Automaton.;both
446;Johanna Högberg;Z-Automata for Compact and Direct Representation of Unranked Tree Languages.;left_only
447;Johanna Högberg;A Comparison of Two N-Best Extraction Methods for Weighted Tree Automata.;left_only
448;Johanna Högberg;On the Regularity and Learnability of Ordered DAG Languages.;left_only
449;Johanna Högberg;Deterministic Stack Transducers.;left_only
450;Johanna Högberg;Backward and Forward Bisimulation Minimisation of Tree Automata.;left_only
451;Johanna Högberg;Bisimulation Minimization of Tree Automata.;left_only
452;Johanna Högberg;Wind in the Willows - Generating Music by Means of Tree Transducers.;left_only
453;Hans Zantema;Finding Finite Automata That Certify Termination of String Rewriting.;both
454;Michael Vielhaber;On a Class of Bijective Binary Transducers with Finitary Description Despite Infinite State Set.;both
455;Marie-Chantal Beaulieu;Automata and Computational Probabilities.;left_only
456;Stefan Gerdjikov;Generalised Twinning Property.;both
457;Stefan Gerdjikov;A Simple Method for Building Bimachines from Functional Finite-State Transducers.;both
458;Cyril Allauzen;Algorithms for Weighted Finite Automata with Failure Transitions.;both
459;Cyril Allauzen;A Pushdown Transducer Extension for the OpenFst Library.;both
460;Cyril Allauzen;Large-Scale Training of SVMs with Automata Kernels.;both
461;Cyril Allauzen;Filters for Efficient Composition of Weighted Finite-State Transducers.;both
462;Cyril Allauzen;3-Way Composition of Weighted Finite-State Transducers.;both
463;Cyril Allauzen;OpenFst: A General and Efficient Weighted Finite-State Transducer Library.;both
464;Cyril Allauzen;A General Weighted Grammar Library.;both
465;Cyril Allauzen;An Efficient Pre-determinization Algorithm.;both
466;Cyril Allauzen;p-Subsequentiable Transducers.;both
467;Grzegorz Rozenberg;A Formal Framework for Processes Inspired by the Functioning of Living Cells.;both
468;Grzegorz Rozenberg;Theory Inspired by Gene Assembly in Ciliates.;both
469;Solon P. Pissis;Tree Template Matching in Ranked Ordered Trees by Pushdown Automata.;both
470;Benjamin Monmege;Adding Pebbles to Weighted Automata.;both
471;Luca Saiu;A Type System for Weighted Automata and Rational Expressions.;both
472;Jeffrey O. Shallit;Say No to Case Analysis: Automating the Drudgery of Case-Based Proofs.;both
473;Jeffrey O. Shallit;Automatic Theorem-Proving in Combinatorics on Words.;both
474;Jeffrey O. Shallit;On Lazy Representations and Sturmian Graphs.;both
475;Jeffrey O. Shallit;Efficient Enumeration of Regular Languages.;both
476;Jeffrey O. Shallit;Enumerating Regular Expressions and Their Languages.;both
477;Jeffrey O. Shallit;State Complexity and the Monoid of Transformations of a Finite Set.;both
478;Jeffrey O. Shallit;State Complexity and Jacobsthal's Function.;left_only
479;Yong Sun;SDFA: Series DFA for Memory-Efficient Regular Expression Matching.;both
480;Piotr Oprocha;Symbolic Dynamics, Flower Automata and Infinite Traces.;both
481;Thomas Claveirole;Inside Vaucanson.;both
482;Patrick Henry;LALBLC A Program Testing the Equivalence of dpda's.;left_only
483;Dominique L'Her;Proving Sequential Function Chart Programs Using Automata.;left_only
484;Hadrien Jeanne;Regular Geometrical Languages and Tiling the Plane.;both
485;Hadrien Jeanne;Testing Whether a Binary and Prolongeable Regular Language LIs Geometrical or Not on the Minimal Deterministic Automaton of Pref(L).;both
486;Angelo Morzenti;A Benchmark Production Tool for Regular Expressions.;both
487;Angelo Morzenti;From Ambiguous Regular Expressions to Deterministic Parsing Automata.;both
488;Angelo Morzenti;BSP: A Parsing Tool for Ambiguous Regular Expressions.;both
489;Wolfgang Merzenich;Enhancements of Partitioning Techniques for Image Compression Using Weighted Finite Automata.;both
490;Christof Löding;Memory Reduction for Strategies in Infinite Games.;both
491;Sylvie Hamel;Cascade Decompositions are Bit-Vector Algorithms.;both
492;Sylvie Hamel;Fast Implementations of Automata Computations.;both
493;Johann Deneux;Minimization of Non-deterministic Automata with Large Alphabets.;both
494;Marianne Flouret;Star Normal Form, Rational Expressions, and Glushkov WFAs Properties.;both
495;Marianne Flouret;Glushkov Construction for Multiplicities.;both
496;Marianne Flouret;SEA: A Symbolic Environment for Automata Theory.;left_only
497;Marianne Flouret;Operations over Automata with Multiplicities.;left_only
498;Janusz A. Brzozowski;State Complexity of Overlap Assembly.;both
499;Janusz A. Brzozowski;Complexity of Proper Prefix-Convex Regular Languages.;both
500;Janusz A. Brzozowski;Large Aperiodic Semigroups.;both
501;Janusz A. Brzozowski;Universal Witnesses for State Complexity of Basic Operations Combined with Reversal.;both
502;Janusz A. Brzozowski;In Search of Most Complex Regular Languages.;both
503;Janusz A. Brzozowski;Simulation of Gate Circuits in the Algebra of Transients.;both
504;Janusz A. Brzozowski;Feedback-Free Circuits in the Algebra of Transients.;both
505;Janusz A. Brzozowski;Automata of Asynchronous Behaviors.;left_only
506;Dominik Schmitz;Implementation of a Strategy Improvement Algorithm for Finite-State Parity Games.;both
507;Parosh Aziz Abdulla;Composed Bisimulation for Tree Automata.;both
508;Parosh Aziz Abdulla;Bisimulation Minimization of Tree Automata.;both
509;Parosh Aziz Abdulla;Minimization of Non-deterministic Automata with Large Alphabets.;both
510;Sebastian Maneth;Static Garbage Collection.;both
511;Sebastian Maneth;Multi-Return Macro Tree Transducers.;both
512;Sebastian Maneth;Tree Automata and XPath on Compressed Trees.;both
513;Reinhard Wilhelm;Animation of the Generation and Computation of Finite Automata for Learning Software.;left_only
514;Tomás Polcar;Two-Dimensional Pattern Matching by Two-Dimensional Online Tessellation Automata.;both
515;Tomás Polcar;The Longest Common Subsequence Problem A Finite Automata Approach.;both
516;Loek G. Cleophas;Forest FIRE: A Taxonomy-based Toolkit of Tree Automata and Regular Tree Algorithms.;left_only
517;Loek G. Cleophas;FIRE Station: An Environment for Manipulating Finite Automata and Regular Expression Views.;left_only
518;Loek G. Cleophas;The Effect of Rewriting Regular Expressions on Their Accepting Automata.;left_only
519;Wojciech Rytter;The Number of Runs in Sturmian Words.;both
520;Wojciech Rytter;Efficient Computation of Throughput Values of Context-Free Languages.;both
521;Wojciech Rytter;Reducing Simple Grammars: Exponential Against Highly-Polynomial Time in Practice.;both
522;Wojciech Rytter;Prime Normal Form and Equivalence of Simple Grammars.;both
523;Wojciech Rytter;The Structure of Subword Graphs and Suffix Trees of Fibonacci Words.;both
524;Wojciech Rytter;Prime Decompositions of Regular Prefix Codes.;both
525;Ahmed Bouajjani;Antichain-Based Universality and Inclusion Testing over Nondeterministic Finite Tree Automata.;both
526;Ahmed Bouajjani;Composed Bisimulation for Tree Automata.;both
527;Isabelle Simplot-Ryl;Component Composition Preserving Behavioural Contracts Based on Communication Traces.;both
528;Véronique Cortier;Electronic Voting: How Logic Can Help.;both
529;Javier Gil;Bounded Prefix-Suffix Duplication.;both
530;Radu Iosif;Automata-Based Termination Proofs.;both
531;Francisco J. Ribadas;Regional Least-Cost Error Repair.;both
532;Kazuhito Hagio;A Run-Time Efficient Implementation of Compressed Pattern Matching Automata.;both
533;M. Sohel Rahman;On Palindromic Sequence Automata and Applications.;left_only
534;M. Sohel Rahman;The Constrained Longest Common Subsequence Problem for Degenerate Strings.;left_only
535;Cristian Calude;Metric Lexical Analysis.;left_only
536;Pascal Caron;On the Hierarchy of Block Deterministic Languages.;both
537;Pascal Caron;Multi-Tilde-Bar Derivatives.;both
538;Pascal Caron;Small Extended Expressions for Acyclic Automata.;both
539;Pascal Caron;Star Normal Form, Rational Expressions, and Glushkov WFAs Properties.;both
540;Pascal Caron;Glushkov Construction for Multiplicities.;both
541;Pascal Caron;SEA: A Symbolic Environment for Automata Theory.;left_only
542;Pascal Caron;LANGAGE: A Maple Package for Automaton Characterization of Regular Languages.;left_only
543;Andrew Badr;Hyper-Minimization in O(n2).;both
544;Wit Forys;Symbolic Dynamics, Flower Automata and Infinite Traces.;both
545;Alexander Ja. Dikovsky;Categorial Grammars with Iterated Types form a Strict Hierarchy of k-Valued Languages.;left_only
546;Samira Attou;The Bottom-Up Position Tree Automaton and Its Compact Version.;both
547;Ricardo Ueda Karpischek;Paging Automata.;left_only
548;Krzysztof Chmiel;COMPAS - A Computing Package for Synchronization.;both
549;Harumichi Nishimura;An Application of Quantum Finite Automata to Interactive Proof Systems.;both
550;Anna Jonsson;A Comparison of Two N-Best Extraction Methods for Weighted Tree Automata.;both
551;Tim Fernando;Finite-State Temporal Projection.;both
552;João Pires;Partial Derivatives of Regular Expressions over Alphabet-Invariant and User-Defined Labels.;left_only
553;Petr Kurka;Analytic Functions Computable by Finite State Transducers.;both
554;Wolfgang Thomas;Compositional Failure Detection in Structured Transition Systems.;both
555;Wolfgang Thomas;Observations on Determinization of Büchi Automata.;both
556;Wolfgang Thomas;Symbolic Synthesis of Finite-State Controllers for Request-Response Specifications.;both
557;S. Ulbrand;The Automata Theory Package ;left_only
558;Jorge Calvo-Zaragoza;Computing the Expected Edit Distance from a String to a PFA.;both
559;Tetsuya Matsumoto;A Run-Time Efficient Implementation of Compressed Pattern Matching Automata.;both
560;Michael I. Schwartzbach;MONA Implementation Secrets.;both
561;Robert E. Mercer;Crystal Lattice Automata.;both
562;Martin Simunek;Approximate Periods with Levenshtein Distance.;both
563;Martin Simunek;Borders and Finite Automata.;both
564;Tadahiro Suda;Non-backtracking Top-Down Algorithm for Checking Tree Automata Containment.;both
565;Kazuo Iwama;Quantum Queries on Permutations with a Promise.;both
566;Niels Bjørn Bugge Grathwohl;Two-Pass Greedy Regular Expression Parsing.;both
567;Sebastian Jakobi;More on Deterministic and Nondeterministic Finite Cover Automata - Extended Abstract.;both
568;Sebastian Jakobi;Brzozowski's Minimization Algorithm - More Robust than Expected - (Extended Abstract).;left_only
569;A. N. Trahtman;Reducing the Time Complexity of Testing for Local Threshold Testability.;left_only
570;A. N. Trahtman;A Polynomial Time Algorithm for Left [Right] Local Testability.;left_only
571;A. N. Trahtman;A Package TESTAS for Checking Some Kinds of Testability.;left_only
572;A. N. Trahtman;An Algorithm to Verify Local Threshold Testability of Deterministic Finite Automata.;left_only
573;A. N. Trahtman;A Precise Estimation of the Order of Local Testability of a Deterministic Finite Automaton.;left_only
574;Kaizhong Zhang;An Automata Approach to Match Gapped Sequence Tags Against Protein Database.;both
575;J. Howard Johnson;Uniformizing Rational Relations for Natural Language Applications Using Weighted Determinization.;both
576;J. Howard Johnson;Lessons from INR in the Specification of Transductions.;both
577;J. Howard Johnson;Instruction Computation in Subset Construction.;left_only
578;Bruno Guillon;Non-self-embedding Grammars, Constant-Height Pushdown Automata, and Limited Automata.;both
579;Sævar Örn Kjartansson;On the Complexity of Determinizing Monitors.;both
580;Vladimir A. Zakharov;On the Equivalence Problem for Programs with Mode Switching.;both
581;Vladimir A. Zakharov;On the Equivalence-Checking Problem for a Model of Programs Related with Multi-tape Automata.;both
582;Yasuhiko Minamide;A Translation from the HTML DTD into a Regular Hedge Grammar.;both
583;Benjamin J. Wyatt;Partial Word DFAs.;both
584;Jan Skryja;On the Size of Deterministic Finite Automata.;both
585;Jean-Marc Talbot;Trimming Visibly Pushdown Automata.;both
586;Henrik Björklund;On the Regularity and Learnability of Ordered DAG Languages.;both
587;Jean-Francis Michon;Automata and Binary Decision Diagrams.;left_only
588;Ingo Felscher;Compositional Failure Detection in Structured Transition Systems.;both
589;Sheng Yu;Derick Wood: Always in Our Hearts.;both
590;Sheng Yu;State Complexity of Catenation Combined with Union and Intersection.;both
591;Sheng Yu;Are Statecharts Finite Automata?;both
592;Sheng Yu;Deterministic Caterpillar Expressions.;both
593;Sheng Yu;On the State Complexity of Combined Operations.;both
594;Sheng Yu;Regex and Extended Regex.;both
595;Sheng Yu;An O(n;left_only
596;Sheng Yu;Metric Lexical Analysis.;left_only
597;Sheng Yu;State Complexity of Basic Operations on Finite Languages.;left_only
598;Sheng Yu;Minimal Cover-Automata for Finite Languages.;left_only
599;Sheng Yu;Implementing Reversed Alternating Finite Automaton (r-AFA) Operations.;left_only
600;Sheng Yu;Efficient Implementation of Regular Languages Using R-AFA.;left_only
601;Sheng Yu;NFA to DFA Transformation for Finite Languages.;left_only
602;David Rappaport;State Complexity of Prefix Distance.;both
603;Paul Gastin;Adding Pebbles to Weighted Automata.;both
604;Dominique Geniet;Term Validation of Distributed Hard Real-Time Applications.;both
605;Dominique Geniet;Scheduling Hard Sporadic Tasks by Means of Finite Automata and Generating Functions.;both
606;Roberto Radicioni;Average Value and Variance of Pattern Statistics in Rational Models.;both
607;Klaus U. Schulz;A Simple Method for Building Bimachines from Functional Finite-State Transducers.;both
608;Gabriel Thierrin;Multiset Processing by Means of Systems of Finite State Transducers.;left_only
609;Hugo Gimbert;Stamina: Stabilisation Monoids in Automata Theory.;both
610;Michael D. Riley;Algorithms for Weighted Finite Automata with Failure Transitions.;left_only
611;Michael D. Riley;On the Disambiguation of Weighted Automata.;left_only
612;Michael D. Riley;A Pushdown Transducer Extension for the OpenFst Library.;left_only
613;Michael D. Riley;Filters for Efficient Composition of Weighted Finite-State Transducers.;left_only
614;Michael D. Riley;OpenFst: A General and Efficient Weighted Finite-State Transducer Library.;left_only
615;Michael D. Riley;A Rational Design for a Weighted Finite-State Transducer Library.;left_only
616;Sarah O'Connor;Inside Vaucanson.;left_only
617;Kenny Zhuo Ming Lu;Derivative-Based Diagnosis of Regular Expression Ambiguity.;both
618;Christel Baier;On-the-Fly Stuttering in the Construction of Deterministic ;left_only
619;Christel Baier;Experiments with Deterministic omega-Automata for Formulas of Linear Temporal Logic.;both
620;Jing Cao;Formally Synthesising a Protocol Converter: A Case Study.;both
621;Helmut Seidl;Crossing the Syntactic Barrier: Hom-Disequalities for H;left_only
622;Helmut Seidl;Program Analysis through Finite Tree Automata.;both
623;S. S. Ravi;Complexity of Inferring Local Transition Functions of Discrete Dynamical Systems.;both
624;Gregory Kucherov;Subset Seed Automaton.;both
625;Gregory Kucherov;Visualization of Dynamic Automata Using Padnon.;left_only
626;Hong-Yi Wang;On-the-Fly Branching Bisimulation Minimization for Compositional Analysis.;both
627;Charlotte L. Miller;Towards a Meta-Normal Form Algorithm for Context-Free Grammars.;left_only
628;M. Wayne Wilson;Crystal Lattice Automata.;both
629;Frank Katritzke;Enhancements of Partitioning Techniques for Image Compression Using Weighted Finite Automata.;both
630;Taylor J. Smith;Degrees of Restriction for Two-Dimensional Automata.;both
631;Taylor J. Smith;Decision Problems for Restricted Variants of Two-Dimensional Automata.;both
632;Bai Li;State Complexity of Overlap Assembly.;left_only
633;Makoto Murata;Boolean Operations for Attribute-Element Constraints.;both
634;Robert Bakaric;Enumerated Automata Implementation of String Dictionaries.;both
635;Henning Bordihn;On the Number of Active States in Deterministic and Nondeterministic Finite Automata.;both
636;Henning Bordihn;Hybrid Extended Finite Automata.;both
637;Henning Bordihn;Some Non-semi-decidability Problems for Linear and Deterministic Context-Free Languages.;both
638;Laetitia Laversa;Guessing the Buffer Bound for k-Synchronizability.;both
639;Vladimir V. Gusev;On the Number of Synchronizing Colorings of Digraphs.;both
640;Vladimir V. Gusev;Reset Thresholds of Automata with Two Cycle Lengths.;both
641;Vladimir V. Gusev;Synchronizing Automata of Bounded Rank.;both
642;Fedor M. Fominykh;P(l)aying for Synchronization.;both
643;Martin Sulzmann;Derivative-Based Diagnosis of Regular Expression Ambiguity.;both
644;Matthew Kilgore;Partial Word DFAs.;both
645;Brian Roark;A General Weighted Grammar Library.;both
