Venue;Year;Author;URL;CoAuthorList;Title;Pagination;NoAuthor;AuthorURLs;DOI
Workshop on Implementing Automata;1996;Kai Salomaa;https://dblp.org/pid/02/6009.html;Kai Salomaa, Sheng Yu;NFA to DFA Transformation for Finite Languages.;149-158;2;https://dblp.org/pid/02/6009.html,https://dblp.org/pid/y/ShengYu.html;10.1007/3-540-63174-7_12
CIAA;2017;Peter Mlynárcik;https://dblp.org/pid/146/0422.html;Michal Hospodár, Galina Jirásková, Peter Mlynárcik;Nondeterministic Complexity of Operations on Free and Convex Languages.;138-150;3;https://dblp.org/pid/146/0422.html,https://dblp.org/pid/182/6122.html,https://dblp.org/pid/j/GJiraskova.html;10.1007/978-3-319-60134-2_12
CIAA;2016;Peter Mlynárcik;https://dblp.org/pid/146/0422.html;Michal Hospodár, Galina Jirásková, Peter Mlynárcik;Nondeterministic Complexity of Operations on Closed and Ideal Languages.;125-137;3;https://dblp.org/pid/146/0422.html,https://dblp.org/pid/182/6122.html,https://dblp.org/pid/j/GJiraskova.html;10.1007/978-3-319-40946-7_11
CIAA;2000;Lauri Karttunen;https://dblp.org/pid/71/5675.html;Lauri Karttunen;Applications of Finite-State Transducers in Natural Language Processing.;34-46;1;https://dblp.org/pid/71/5675.html;10.1007/3-540-44674-5_2
CIAA;2013;Tomohiro I;https://dblp.org/pid/95/2224.html;Tomohiro I, Takaaki Nishimoto, Shunsuke Inenaga, Hideo Bannai, Masayuki Takeda;Compressed Automata for Dictionary Matching.;319-330;5;https://dblp.org/pid/132/1960.html,https://dblp.org/pid/35/1544.html,https://dblp.org/pid/44/2355.html,https://dblp.org/pid/88/1129.html,https://dblp.org/pid/95/2224.html;10.1007/978-3-642-39274-0_28
CIAA;2004;Matthew Drotar;https://dblp.org/pid/20/1900.html;Mark G. Eramian, Matthew Drotar;Does Hausdorff Dimension Measure Texture Complexity?.;317-318;2;https://dblp.org/pid/20/1900.html,https://dblp.org/pid/78/3954.html;10.1007/978-3-540-30500-2_33
Workshop on Implementing Automata;1998;Brigitte Le Pévédic;https://dblp.org/pid/67/55.html;Denis Maurel, Brigitte Le Pévédic, Olivier Rousseau;The Syntactic Prediction with Token Automata: Application to HandiAS System.;100-109;3;https://dblp.org/pid/26/4241.html,https://dblp.org/pid/60/3064.html,https://dblp.org/pid/67/55.html;10.1007/3-540-48057-9_9
CIAA;2014;Jibran Rashid;https://dblp.org/pid/144/7555.html;Jibran Rashid, Abuzer Yakaryilmaz;Implications of Quantum Automata for Contextuality.;318-331;2;https://dblp.org/pid/144/7555.html,https://dblp.org/pid/82/4618.html;10.1007/978-3-319-08846-4_24
CIAA;2003;Raphael Poss;https://dblp.org/pid/15/5377.html;Sylvain Lombardy, Raphael Poss, Yann Régis-Gianas, Jacques Sakarovitch;Introducing VAUCANSON.;96-107;4;https://dblp.org/pid/15/5377.html,https://dblp.org/pid/29/910.html,https://dblp.org/pid/44/4388.html,https://dblp.org/pid/54/1797.html;10.1007/3-540-45089-0_10
CIAA;2010;Karen Rudie;https://dblp.org/pid/23/2503.html;Karen Rudie;A Summary of Some Discrete-Event System Control Problems.;4-16;1;https://dblp.org/pid/23/2503.html;10.1007/978-3-642-18098-9_2
CIAA;2007;Anders Møller;https://dblp.org/pid/55/6739.html;Claus Brabrand, Robert Giegerich, Anders Møller;Analyzing Ambiguity of Context-Free Grammars.;214-225;3;https://dblp.org/pid/55/6739.html,https://dblp.org/pid/61/6274.html,https://dblp.org/pid/g/RobertGiegerich.html;10.1007/978-3-540-76336-9_21
CIAA;2000;Anders Møller;https://dblp.org/pid/55/6739.html;Nils Klarlund, Anders Møller, Michael I. Schwartzbach;MONA Implementation Secrets.;182-194;3;https://dblp.org/pid/55/6739.html,https://dblp.org/pid/k/NilsKlarlund.html,https://dblp.org/pid/s/MichaelISchwartzbach.html;10.1007/3-540-44674-5_15
CIAA;2011;Barbara Jobstmann;https://dblp.org/pid/55/5062.html;Chih-Hong Cheng, Barbara Jobstmann, Christian Buckl, Alois C. Knoll;On the Hardness of Priority Synthesis.;110-117;4;https://dblp.org/pid/55/5062.html,https://dblp.org/pid/64/3701.html,https://dblp.org/pid/70/6638.html,https://dblp.org/pid/k/AloisKnoll.html;10.1007/978-3-642-22256-6_11
CIAA;2008;Benoît Razet;https://dblp.org/pid/40/6297.html;Benoît Razet;Finite Eilenberg Machines.;242-251;1;https://dblp.org/pid/40/6297.html;10.1007/978-3-540-70844-5_25
CIAA;2008;Takuya Nishiyama;https://dblp.org/pid/69/4700.html;Takuya Nishiyama, Yasuhiko Minamide;A Translation from the HTML DTD into a Regular Hedge Grammar.;122-131;2;https://dblp.org/pid/27/2249.html,https://dblp.org/pid/69/4700.html;10.1007/978-3-540-70844-5_13
CIAA;2021;Javier Esparza;https://dblp.org/pid/e/JEsparza.html;Javier Esparza;Back to the Future: A Fresh Look at Linear Temporal Logic.;3-13;1;https://dblp.org/pid/e/JEsparza.html;10.1007/978-3-030-79121-6_1
CIAA;2014;Javier Esparza;https://dblp.org/pid/e/JEsparza.html;Javier Esparza, Michael Luttenberger, Maximilian Schlund;FPsolve: A Generic Solver for Fixpoint Equations over Semirings.;1-15;3;https://dblp.org/pid/62/8217.html,https://dblp.org/pid/62/964.html,https://dblp.org/pid/e/JEsparza.html;10.1007/978-3-319-08846-4_1
CIAA;2018;Joshua Young;https://dblp.org/pid/120/6413.html;Stavros Konstantinidis, Nelma Moreira, Rogério Reis, Joshua Young;Regular Expressions and Transducers over Alphabet-Invariant and User-Defined Labels.;4-27;4;https://dblp.org/pid/120/6413.html,https://dblp.org/pid/30/5254.html,https://dblp.org/pid/k/StavrosKonstantinidis.html,https://dblp.org/pid/n/NelmaMoreira.html;10.1007/978-3-319-94812-6_2
CIAA;2009;Nicolas Gama;https://dblp.org/pid/49/4575.html;Jean Vuillemin, Nicolas Gama;Compact Normal Form for Regular Languages as Xor Automata.;24-33;2;https://dblp.org/pid/49/4575.html,https://dblp.org/pid/67/335.html;10.1007/978-3-642-02979-0_6
CIAA;2017;John Wittnebel;https://dblp.org/pid/179/2511.html;Marek Szykula, John Wittnebel;Syntactic Complexity of Bifix-Free Languages.;201-212;2;https://dblp.org/pid/179/2511.html,https://dblp.org/pid/97/10625.html;10.1007/978-3-319-60134-2_17
Workshop on Implementing Automata;1996;Barbara Schubert;https://dblp.org/pid/66/6771.html;Barbara Schubert;How to Use Sorting Procedures to Minimize DFA.;159-166;1;https://dblp.org/pid/66/6771.html;10.1007/3-540-63174-7_13
CIAA;2008;Andrei Paun;https://dblp.org/pid/93/263.html;Andrei Paun, Mihaela Paun, Alfonso Rodríguez-Patón;Hopcroft's Minimization Technique: Queues or Stacks?.;78-91;3;https://dblp.org/pid/28/6153.html,https://dblp.org/pid/55/5282.html,https://dblp.org/pid/93/263.html;10.1007/978-3-540-70844-5_9
CIAA;2005;Andrei Paun;https://dblp.org/pid/93/263.html;Cezar Câmpeanu, Andrei Paun, Jason R. Smith;An Incremental Algorithm for Constructing Minimal Deterministic Finite Cover Automata.;90-103;3;https://dblp.org/pid/41/4735.html,https://dblp.org/pid/59/3307.html,https://dblp.org/pid/93/263.html;10.1007/11605157_8
CIAA;2004;Andrei Paun;https://dblp.org/pid/93/263.html;Cezar Câmpeanu, Andrei Paun;Tight Bounds for NFA to DFCA Transformations for Binary Alphabets.;306-307;2;https://dblp.org/pid/41/4735.html,https://dblp.org/pid/93/263.html;10.1007/978-3-540-30500-2_28
CIAA;2002;Andrei Paun;https://dblp.org/pid/93/263.html;Cezar Câmpeanu, Andrei Paun;The Number of Similarity Relations and the Number of Minimal Deterministic Finite Cover Automata.;67-76;2;https://dblp.org/pid/41/4735.html,https://dblp.org/pid/93/263.html;10.1007/3-540-44977-9_6
CIAA;2000;Andrei Paun;https://dblp.org/pid/93/263.html;Andrei Paun, Nicolae Santean, Sheng Yu;An O(n;243-251;3;https://dblp.org/pid/93/263.html,https://dblp.org/pid/s/NicolaeSantean.html,https://dblp.org/pid/y/ShengYu.html;10.1007/3-540-44674-5_20
CIAA;2006;Guowu Yang;https://dblp.org/pid/38/4538.html;Guowu Yang, Fei Xie, Xiaoyu Song, Marek A. Perkowski;Universality of Hybrid Quantum Gates and Synthesis Without Ancilla Qudits.;279-280;4;https://dblp.org/pid/01/5162.html,https://dblp.org/pid/38/4538.html,https://dblp.org/pid/51/1316.html,https://dblp.org/pid/58/3449.html;10.1007/11812128_28
CIAA;2000;Torsten Weller;https://dblp.org/pid/00/6512.html;Stephan Diehl, Andreas Kerren, Torsten Weller;Visual Exploration of Generation Algorithms for Finite Automata on the Web.;327-328;3;https://dblp.org/pid/00/6512.html,https://dblp.org/pid/44/6743.html,https://dblp.org/pid/d/StephanDiehl1.html;10.1007/3-540-44674-5_29
CIAA;2007;Matthieu Constant;https://dblp.org/pid/84/1588.html;Olivier Blanc, Matthieu Constant, Patrick Watrin;A Finite-State Super-Chunker.;306-308;3;https://dblp.org/pid/49/1174.html,https://dblp.org/pid/63/2301.html,https://dblp.org/pid/84/1588.html;10.1007/978-3-540-76336-9_29
CIAA;2006;Matthieu Constant;https://dblp.org/pid/84/1588.html;Matthieu Constant, Denis Maurel;Compiling Linguistic Constraints into Finite State Automata.;242-252;2;https://dblp.org/pid/60/3064.html,https://dblp.org/pid/84/1588.html;10.1007/11812128_23
CIAA;2013;Mohamed Zergaoui;https://dblp.org/pid/79/7504.html;Denis Debarbieux, Olivier Gauwin, Joachim Niehren, Tom Sebastian, Mohamed Zergaoui;Early Nested Word Automata for XPath Query Answering on XML Streams.;292-305;5;https://dblp.org/pid/09/8910.html,https://dblp.org/pid/51/7012.html,https://dblp.org/pid/79/7504.html,https://dblp.org/pid/80/1808.html,https://dblp.org/pid/n/JNiehren.html;10.1007/978-3-642-39274-0_26
CIAA;2011;Supaporn Chairungsee;https://dblp.org/pid/55/9960.html;Supaporn Chairungsee, Maxime Crochemore;Building Phylogeny with Minimal Absent Words.;100-109;2;https://dblp.org/pid/55/9960.html,https://dblp.org/pid/c/MCrochemore.html;10.1007/978-3-642-22256-6_10
CIAA;2019;Keisuke Nakano;https://dblp.org/pid/32/3049-1.html;Yuta Takahashi, Kazuyuki Asada, Keisuke Nakano;Streaming Ranked-Tree-to-String Transducers.;235-247;3;https://dblp.org/pid/00/2793.html,https://dblp.org/pid/25/140.html,https://dblp.org/pid/32/3049-1.html;10.1007/978-3-030-23679-3_19
CIAA;2014;Maria Paola Bianchi;https://dblp.org/pid/70/8932.html;Maria Paola Bianchi, Carlo Mereghetti, Beatrice Palano;On the Power of One-Way Automata with Quantum and Classical States.;84-97;3;https://dblp.org/pid/70/8932.html,https://dblp.org/pid/96/438.html,https://dblp.org/pid/97/5115.html;10.1007/978-3-319-08846-4_6
CIAA;2016;Friedrich Otto;https://dblp.org/pid/03/67.html;Qichao Wang, Friedrich Otto;Weighted Restarting Automata as Language Acceptors.;298-309;2;https://dblp.org/pid/03/67.html,https://dblp.org/pid/145/5339.html;10.1007/978-3-319-40946-7_25
CIAA;2014;Friedrich Otto;https://dblp.org/pid/03/67.html;Friedrich Otto;Restarting Automata for Picture Languages: A Survey on Recent Developments.;16-41;1;https://dblp.org/pid/03/67.html;10.1007/978-3-319-08846-4_2
CIAA;2013;Friedrich Otto;https://dblp.org/pid/03/67.html;Frantisek Mráz, Friedrich Otto;Lambda-Confluence Is Undecidable for Clearing Restarting Automata.;256-267;2;https://dblp.org/pid/03/67.html,https://dblp.org/pid/38/5599.html;10.1007/978-3-642-39274-0_23
CIAA;2013;Friedrich Otto;https://dblp.org/pid/03/67.html;Daniel Prusa, Frantisek Mráz, Friedrich Otto;Comparing Two-Dimensional One-Marker Automata to Sgraffito Automata.;268-279;3;https://dblp.org/pid/03/67.html,https://dblp.org/pid/38/5599.html,https://dblp.org/pid/50/6664.html;10.1007/978-3-642-39274-0_24
CIAA;2012;Friedrich Otto;https://dblp.org/pid/03/67.html;Martin Kutrib, Friedrich Otto;On the Descriptional Complexity of the Window Size for Deterministic Restarting Automata.;253-264;2;https://dblp.org/pid/03/67.html,https://dblp.org/pid/k/MartinKutrib.html;10.1007/978-3-642-31606-7_22
CIAA;2010;Friedrich Otto;https://dblp.org/pid/03/67.html;Norbert Hundeshagen, Friedrich Otto, Marcel Vollweiler;Transductions Computed by PC-Systems of Monotone Deterministic Restarting Automata.;163-172;3;https://dblp.org/pid/03/67.html,https://dblp.org/pid/27/9125.html,https://dblp.org/pid/57/9125.html;10.1007/978-3-642-18098-9_18
CIAA;2007;Friedrich Otto;https://dblp.org/pid/03/67.html;Frantisek Mráz, Martin Plátek, Friedrich Otto;A Measure for the Degree of Nondeterminism of Context-Free Languages.;192-202;3;https://dblp.org/pid/03/67.html,https://dblp.org/pid/16/613.html,https://dblp.org/pid/38/5599.html;10.1007/978-3-540-76336-9_19
CIAA;2006;Friedrich Otto;https://dblp.org/pid/03/67.html;Hartmut Messerschmidt, Frantisek Mráz, Friedrich Otto, Martin Plátek;Correctness Preservation and Complexity of Simple RL-Automata.;162-172;4;https://dblp.org/pid/03/67.html,https://dblp.org/pid/16/3031.html,https://dblp.org/pid/16/613.html,https://dblp.org/pid/38/5599.html;10.1007/11812128_16
CIAA;2005;Friedrich Otto;https://dblp.org/pid/03/67.html;Tomasz Jurdzinski, Friedrich Otto;Restricting the Use of Auxiliary Symbols for Restarting Automata.;176-187;2;https://dblp.org/pid/03/67.html,https://dblp.org/pid/74/441.html;10.1007/11605157_15
CIAA;2018;Shubh Narayan Singh;https://dblp.org/pid/58/10670.html;Shubh Narayan Singh, Kanduru V. Krishna;On Syntactic Complexity of Circular Semi-flower Automata.;312-323;2;https://dblp.org/pid/27/10482.html,https://dblp.org/pid/58/10670.html;10.1007/978-3-319-94812-6_26
CIAA;2021;Hyeonseung Im;https://dblp.org/pid/78/997.html;Su-Hyeon Kim, Hyeonseung Im, Sang-Ki Ko;Efficient Enumeration of Regular Expressions for Faster Regular Expression Synthesis.;65-76;3;https://dblp.org/pid/296/0145.html,https://dblp.org/pid/71/9491.html,https://dblp.org/pid/78/997.html;10.1007/978-3-030-79121-6_6
CIAA;2004;Jean Berstel;https://dblp.org/pid/b/JeanBerstel.html;Jean Berstel, Olivier Carton;On the Complexity of Hopcroft's State Minimization Algorithm.;35-44;2;https://dblp.org/pid/13/6092.html,https://dblp.org/pid/b/JeanBerstel.html;10.1007/978-3-540-30500-2_4
CIAA;2014;Michael Domaratzki;https://dblp.org/pid/30/3872.html;Abiel Roche-Lima, Michael Domaratzki, Brian Fristensky;Pairwise Rational Kernels Obtained by Automaton Operations.;332-345;3;https://dblp.org/pid/147/8587.html,https://dblp.org/pid/30/3872.html,https://dblp.org/pid/52/7111.html;10.1007/978-3-319-08846-4_25
CIAA;2019;Michal Hospodár;https://dblp.org/pid/182/6122.html;Michal Hospodár;Descriptional Complexity of Power and Positive Closure on Convex Languages.;158-170;1;https://dblp.org/pid/182/6122.html;10.1007/978-3-030-23679-3_13
CIAA;2018;Michal Hospodár;https://dblp.org/pid/182/6122.html;Michal Hospodár, Markus Holzer;The Ranges of Accepting State Complexities of Languages Resulting From Some Operations.;198-210;2;https://dblp.org/pid/182/6122.html,https://dblp.org/pid/h/MarkusHolzer1.html;10.1007/978-3-319-94812-6_17
CIAA;2017;Michal Hospodár;https://dblp.org/pid/182/6122.html;Michal Hospodár, Galina Jirásková, Peter Mlynárcik;Nondeterministic Complexity of Operations on Free and Convex Languages.;138-150;3;https://dblp.org/pid/146/0422.html,https://dblp.org/pid/182/6122.html,https://dblp.org/pid/j/GJiraskova.html;10.1007/978-3-319-60134-2_12
CIAA;2016;Michal Hospodár;https://dblp.org/pid/182/6122.html;Michal Hospodár, Galina Jirásková, Peter Mlynárcik;Nondeterministic Complexity of Operations on Closed and Ideal Languages.;125-137;3;https://dblp.org/pid/146/0422.html,https://dblp.org/pid/182/6122.html,https://dblp.org/pid/j/GJiraskova.html;10.1007/978-3-319-40946-7_11
CIAA;2000;Vikas Aggarwal;https://dblp.org/pid/13/471.html;Priti Shankar, K. Sasidharan, Vikas Aggarwal, B. Sundar Rajan;A Package for the Implementation of Block Codes as Finite Automata.;279-292;4;https://dblp.org/pid/13/471.html,https://dblp.org/pid/29/5029.html,https://dblp.org/pid/59/2499.html,https://dblp.org/pid/r/BSundarRajan.html;10.1007/3-540-44674-5_24
CIAA;2004;Yonghua Han;https://dblp.org/pid/72/4842.html;Yonghua Han, Bin Ma, Kaizhong Zhang;An Automata Approach to Match Gapped Sequence Tags Against Protein Database.;167-177;3;https://dblp.org/pid/70/6176.html,https://dblp.org/pid/72/4842.html,https://dblp.org/pid/89/4269.html;10.1007/978-3-540-30500-2_16
CIAA;2003;Patrick Hütten;https://dblp.org/pid/38/3950.html;Nico Wallmeier, Patrick Hütten, Wolfgang Thomas;Symbolic Synthesis of Finite-State Controllers for Request-Response Specifications.;11-22;3;https://dblp.org/pid/38/3950.html,https://dblp.org/pid/76/5200.html,https://dblp.org/pid/t/WolfgangThomas.html;10.1007/3-540-45089-0_3
CIAA;2004;H. F. Ting;https://dblp.org/pid/t/HingFungTing.html;Z. S. Peng, H. F. Ting;Time and Space Efficient Algorithms for Constrained Sequence Alignment.;237-246;2;https://dblp.org/pid/85/1017.html,https://dblp.org/pid/t/HingFungTing.html;10.1007/978-3-540-30500-2_22
CIAA;2007;Laurent Noé;https://dblp.org/pid/65/3202.html;Gregory Kucherov, Laurent Noé, Mikhail A. Roytberg;Subset Seed Automaton.;180-191;3;https://dblp.org/pid/09/5209.html,https://dblp.org/pid/65/3202.html,https://dblp.org/pid/k/GregoryKucherov.html;10.1007/978-3-540-76336-9_18
CIAA;2007;Dora Giammarresi;https://dblp.org/pid/13/1566.html;Marcella Anselmo, Dora Giammarresi, Maria Madonia;Tiling Automaton: A Computational Model for Recognizable Two-Dimensional Languages.;290-302;3;https://dblp.org/pid/13/1566.html,https://dblp.org/pid/74/2120.html,https://dblp.org/pid/91/3140.html;10.1007/978-3-540-76336-9_27
CIAA;2002;Dora Giammarresi;https://dblp.org/pid/13/1566.html;Marcella Anselmo, Dora Giammarresi, Stefano Varricchio;Finite Automata and Non-self-Embedding Grammars.;47-56;3;https://dblp.org/pid/13/1566.html,https://dblp.org/pid/61/649.html,https://dblp.org/pid/91/3140.html;10.1007/3-540-44977-9_4
WIA;1999;Dora Giammarresi;https://dblp.org/pid/13/1566.html;Dora Giammarresi, Jean-Luc Ponty, Derick Wood;Thompson Digraphs: A Characterization.;91-100;3;https://dblp.org/pid/13/1566.html,https://dblp.org/pid/15/3639.html,https://dblp.org/pid/w/DerickWood.html;10.1007/3-540-45526-4_9
Workshop on Implementing Automata;1998;Dora Giammarresi;https://dblp.org/pid/13/1566.html;Jürgen Albert, Dora Giammarresi, Derick Wood;Extended Context-Free Grammars and Normal Form Algorithms.;1-12;3;https://dblp.org/pid/00/5474.html,https://dblp.org/pid/13/1566.html,https://dblp.org/pid/w/DerickWood.html;10.1007/3-540-48057-9_1
CIAA;2013;Ayon Sen;https://dblp.org/pid/132/1962.html;Md. Mahbubul Hasan, A. S. M. Sohidull Islam, M. Sohel Rahman, Ayon Sen;On Palindromic Sequence Automata and Applications.;158-168;4;https://dblp.org/pid/125/3621.html,https://dblp.org/pid/132/1962.html,https://dblp.org/pid/28/10360.html,https://dblp.org/pid/r/MohammadSohelRahman.html;10.1007/978-3-642-39274-0_15
CIAA;2009;Adam Rogalewicz;https://dblp.org/pid/87/2946.html;Radu Iosif, Adam Rogalewicz;Automata-Based Termination Proofs.;165-177;2;https://dblp.org/pid/81/5510.html,https://dblp.org/pid/87/2946.html;10.1007/978-3-642-02979-0_20
CIAA;2014;Alexandre Duret-Lutz;https://dblp.org/pid/43/6032.html;Akim Demaille, Alexandre Duret-Lutz, Sylvain Lombardy, Luca Saiu, Jacques Sakarovitch;A Type System for Weighted Automata and Rational Expressions.;162-175;5;https://dblp.org/pid/14/133.html,https://dblp.org/pid/23/9.html,https://dblp.org/pid/29/910.html,https://dblp.org/pid/43/6032.html,https://dblp.org/pid/54/1797.html;10.1007/978-3-319-08846-4_12
CIAA;2013;Alexandre Duret-Lutz;https://dblp.org/pid/43/6032.html;Akim Demaille, Alexandre Duret-Lutz, Sylvain Lombardy, Jacques Sakarovitch;Implementation Concepts in Vaucanson 2.;122-133;4;https://dblp.org/pid/14/133.html,https://dblp.org/pid/29/910.html,https://dblp.org/pid/43/6032.html,https://dblp.org/pid/54/1797.html;10.1007/978-3-642-39274-0_12
CIAA;2014;Ivana Krajnáková;https://dblp.org/pid/147/8411.html;Kristína Cevorová, Galina Jirásková, Ivana Krajnáková;On the Square of Regular Languages.;136-147;3;https://dblp.org/pid/131/2471.html,https://dblp.org/pid/147/8411.html,https://dblp.org/pid/j/GJiraskova.html;10.1007/978-3-319-08846-4_10
CIAA;2019;Andreas Malcher;https://dblp.org/pid/58/2201.html;Martin Kutrib, Andreas Malcher, Matthias Wendlandt;Input-Driven Multi-counter Automata.;197-208;3;https://dblp.org/pid/55/10307.html,https://dblp.org/pid/58/2201.html,https://dblp.org/pid/k/MartinKutrib.html;10.1007/978-3-030-23679-3_16
CIAA;2018;Andreas Malcher;https://dblp.org/pid/58/2201.html;Martin Kutrib, Andreas Malcher, Matthias Wendlandt;Boosting Pushdown and Queue Machines by Preprocessing.;28-40;3;https://dblp.org/pid/55/10307.html,https://dblp.org/pid/58/2201.html,https://dblp.org/pid/k/MartinKutrib.html;10.1007/978-3-319-94812-6_3
CIAA;2017;Andreas Malcher;https://dblp.org/pid/58/2201.html;Martin Kutrib, Andreas Malcher, Matthias Wendlandt;Transducing Reversibly with Finite State Machines.;151-162;3;https://dblp.org/pid/55/10307.html,https://dblp.org/pid/58/2201.html,https://dblp.org/pid/k/MartinKutrib.html;10.1007/978-3-319-60134-2_13
CIAA;2013;Andreas Malcher;https://dblp.org/pid/58/2201.html;Martin Kutrib, Andreas Malcher, Carlo Mereghetti, Beatrice Palano, Matthias Wendlandt;Input-Driven Queue Automata: Finite Turns, Decidability, and Closure Properties.;232-243;5;https://dblp.org/pid/55/10307.html,https://dblp.org/pid/58/2201.html,https://dblp.org/pid/96/438.html,https://dblp.org/pid/97/5115.html,https://dblp.org/pid/k/MartinKutrib.html;10.1007/978-3-642-39274-0_21
CIAA;2010;Andreas Malcher;https://dblp.org/pid/58/2201.html;Martin Kutrib, Andreas Malcher;Two-Party Watson-Crick Computations.;191-200;2;https://dblp.org/pid/58/2201.html,https://dblp.org/pid/k/MartinKutrib.html;10.1007/978-3-642-18098-9_21
CIAA;2009;Andreas Malcher;https://dblp.org/pid/58/2201.html;Martin Kutrib, Andreas Malcher;Cellular Automata with Sparse Communication.;34-43;2;https://dblp.org/pid/58/2201.html,https://dblp.org/pid/k/MartinKutrib.html;10.1007/978-3-642-02979-0_7
CIAA;2007;Andreas Malcher;https://dblp.org/pid/58/2201.html;Martin Kutrib, Andreas Malcher, Larissa Werlein;Regulated Nondeterminism in Pushdown Automata.;85-96;3;https://dblp.org/pid/07/2826.html,https://dblp.org/pid/58/2201.html,https://dblp.org/pid/k/MartinKutrib.html;10.1007/978-3-540-76336-9_10
CIAA;2018;Matthieu Picantin;https://dblp.org/pid/00/5897.html;Laurent Bartholdi, Thibault Godin, Ines Klimann, Matthieu Picantin;A New Hierarchy for Automaton Semigroups.;71-83;4;https://dblp.org/pid/00/5897.html,https://dblp.org/pid/12/1449.html,https://dblp.org/pid/153/1880.html,https://dblp.org/pid/64/3883.html;10.1007/978-3-319-94812-6_7
CIAA;2012;Matthieu Picantin;https://dblp.org/pid/00/5897.html;Ines Klimann, Jean Mairesse, Matthieu Picantin;Implementing Computations in Automaton (Semi)groups.;240-252;3;https://dblp.org/pid/00/5897.html,https://dblp.org/pid/12/1449.html,https://dblp.org/pid/87/1132.html;10.1007/978-3-642-31606-7_21
CIAA;2008;Pawel Baturo;https://dblp.org/pid/68/5692.html;Pawel Baturo, Marcin Piatkowski, Wojciech Rytter;The Number of Runs in Sturmian Words.;252-261;3;https://dblp.org/pid/68/5692.html,https://dblp.org/pid/71/2618.html,https://dblp.org/pid/r/WojciechRytter.html;10.1007/978-3-540-70844-5_26
CIAA;2014;Elena V. Pribavkina;https://dblp.org/pid/49/4386.html;Vladimir V. Gusev, Elena V. Pribavkina;Reset Thresholds of Automata with Two Cycle Lengths.;200-210;2;https://dblp.org/pid/49/4386.html,https://dblp.org/pid/86/8147.html;10.1007/978-3-319-08846-4_15
CIAA;2012;Yuan Gao;https://dblp.org/pid/76/2452-1.html;Yuan Gao, Kai Salomaa;In Memoriam Sheng Yu.;1-4;2;https://dblp.org/pid/02/6009.html,https://dblp.org/pid/76/2452-1.html;10.1007/978-3-642-31606-7_1
CIAA;2010;Yuan Gao;https://dblp.org/pid/76/2452-1.html;Bo Cui, Yuan Gao, Lila Kari, Sheng Yu;State Complexity of Catenation Combined with Union and Intersection.;95-104;4;https://dblp.org/pid/58/4730-1.html,https://dblp.org/pid/76/2452-1.html,https://dblp.org/pid/k/LilaKari.html,https://dblp.org/pid/y/ShengYu.html;10.1007/978-3-642-18098-9_11
CIAA;2003;Geng-Dian Hwang;https://dblp.org/pid/81/171.html;Farn Wang, Geng-Dian Hwang, Fang Yu;TCTL Inevitability Analysis of Dense-Time Systems.;176-187;3;https://dblp.org/pid/27/3868.html,https://dblp.org/pid/44/3505-1.html,https://dblp.org/pid/81/171.html;10.1007/3-540-45089-0_17
CIAA;2014;Kristína Cevorová;https://dblp.org/pid/131/2471.html;Kristína Cevorová, Galina Jirásková, Ivana Krajnáková;On the Square of Regular Languages.;136-147;3;https://dblp.org/pid/131/2471.html,https://dblp.org/pid/147/8411.html,https://dblp.org/pid/j/GJiraskova.html;10.1007/978-3-319-08846-4_10
CIAA;2006;Ingo Pill;https://dblp.org/pid/49/690.html;Roderick Bloem, Alessandro Cimatti, Ingo Pill, Marco Roveri, Simone Semprini;Symbolic Implementation of Alternating Automata.;208-218;5;https://dblp.org/pid/13/5961.html,https://dblp.org/pid/49/690.html,https://dblp.org/pid/75/286.html,https://dblp.org/pid/80/1300.html,https://dblp.org/pid/83/563.html;10.1007/11812128_20
CIAA;2011;Evgeny Tipikin;https://dblp.org/pid/08/9672.html;Evgeny Skvortsov, Evgeny Tipikin;Experimental Study of the Shortest Reset Word of Random Automata.;290-298;2;https://dblp.org/pid/08/9672.html,https://dblp.org/pid/58/9670.html;10.1007/978-3-642-22256-6_27
CIAA;2002;Gloria Andrade;https://dblp.org/pid/68/2186.html;Jorge Graña, Gloria Andrade, Jesús Vilares;Compilation of Constraint-Based Contextual Rules for Part-of-Speech Tagging into Finite State Transducers.;128-137;3;https://dblp.org/pid/68/2186.html,https://dblp.org/pid/g/JorgeGranaGil.html,https://dblp.org/pid/v/JesusVilares.html;10.1007/3-540-44977-9_12
CIAA;2000;Frank Olivier;https://dblp.org/pid/75/4604.html;Lynette van Zijl, John-Paul Harper, Frank Olivier;The MERLin Environment Applied to *-NFAs.;318-326;3;https://dblp.org/pid/02/4801.html,https://dblp.org/pid/75/4604.html,https://dblp.org/pid/76/2598.html;10.1007/3-540-44674-5_28
CIAA;2005;Juan Otero;https://dblp.org/pid/o/JOteroP.html;Manuel Vilares Ferro, Juan Otero Pombo, Jesús Vilares Ferro;Robust Spelling Correction.;319-328;3;https://dblp.org/pid/o/JOteroP.html,https://dblp.org/pid/v/JesusVilares.html,https://dblp.org/pid/v/MVilaresF.html;10.1007/11605157_27
