Author;Title;Co-Authors;No Authors;Year;Pagination
https://dblp.uni-trier.de/pid/30/6143.html;A Class of Rational n-WFSM Auto-intersections.;['https://dblp.uni-trier.de/pid/73/3270.html', 'https://dblp.uni-trier.de/pid/37/3263.html', 'https://dblp.uni-trier.de/pid/50/6237.html', 'https://dblp.uni-trier.de/pid/04/692.html'];5;2005;188-198
https://dblp.uni-trier.de/pid/30/6143.html;Brute Force Determinization of NFAs by Means of State Covers.;['https://dblp.uni-trier.de/pid/79/5612.html', 'https://dblp.uni-trier.de/pid/09/734.html'];3;2004;80-89
https://dblp.uni-trier.de/pid/30/6143.html;Computing the Follow Automaton of an Expression.;['https://dblp.uni-trier.de/pid/04/692.html', 'https://dblp.uni-trier.de/pid/83/2086.html'];3;2004;90-101
https://dblp.uni-trier.de/pid/30/6143.html;From Regular Weighted Expressions to Finite Automata.;['https://dblp.uni-trier.de/pid/68/4299.html', 'https://dblp.uni-trier.de/pid/48/3952.html', 'https://dblp.uni-trier.de/pid/83/2086.html'];4;2003;49-60
https://dblp.uni-trier.de/pid/30/6143.html;Brzozowski's Derivatives Extended to Multiplicities.;['https://dblp.uni-trier.de/pid/d/GerardDuchamp.html'];2;2001;52-64
https://dblp.uni-trier.de/pid/30/6143.html;Implicit Structures to Implement NFA's from Regular Expressions.;[];1;2000;80-93
https://dblp.uni-trier.de/pid/30/6143.html;New Finite Automaton Constructions Based on Canonical Derivatives.;['https://dblp.uni-trier.de/pid/83/2086.html'];2;2000;94-104
https://dblp.uni-trier.de/pid/30/6143.html;SEA: A Symbolic Environment for Automata Theory.;['https://dblp.uni-trier.de/pid/32/6467.html', 'https://dblp.uni-trier.de/pid/77/3565.html', 'https://dblp.uni-trier.de/pid/d/GerardDuchamp.html', 'https://dblp.uni-trier.de/pid/27/606.html', 'https://dblp.uni-trier.de/pid/68/4299.html'];6;1999;13-26
https://dblp.uni-trier.de/pid/30/6143.html;Determinization of Glushkov Automata.;['https://dblp.uni-trier.de/pid/83/2086.html', 'https://dblp.uni-trier.de/pid/15/3639.html'];3;1998;57-68
https://dblp.uni-trier.de/pid/30/6143.html;Automata and Binary Decision Diagrams.;['https://dblp.uni-trier.de/pid/91/3645.html'];2;1998;178-182
https://dblp.uni-trier.de/pid/30/6143.html;Autographe: A Graphical Version of Automate.;['https://dblp.uni-trier.de/pid/19/81.html'];2;1998;226-229
https://dblp.uni-trier.de/pid/30/6143.html;A New Quadratic Algorithm to Convert a Regular Expression into an Automaton.;['https://dblp.uni-trier.de/pid/15/3639.html', 'https://dblp.uni-trier.de/pid/83/2086.html'];3;1996;109-119
https://dblp.uni-trier.de/pid/89/3641.html;Automata of Asynchronous Behaviors.;['https://dblp.uni-trier.de/pid/b/JABrzozowski.html'];2;1997;29-45
https://dblp.uni-trier.de/pid/76/5063.html;On the Software Design of Cellular Automata Simulators for Ecological Modeling.;[];1;2001;261-262
https://dblp.uni-trier.de/pid/76/5063.html;On the Syntax, Semantics, and Implementation of a Graph-Based Computational Environment.;[];1;1998;199-212
https://dblp.uni-trier.de/pid/76/5063.html;Teaching Theory of Computation with Tape Machines.;[];1;1997;213-227
https://dblp.uni-trier.de/pid/49/637.html;Generalised Twinning Property.;[];1;2018;173-185
https://dblp.uni-trier.de/pid/49/637.html;A Simple Method for Building Bimachines from Functional Finite-State Transducers.;['https://dblp.uni-trier.de/pid/67/6448.html', 'https://dblp.uni-trier.de/pid/s/KUSchulz.html'];3;2017;113-125
https://dblp.uni-trier.de/pid/96/2152.html;Accelerating Boyer Moore Searches on Binary Texts.;['https://dblp.uni-trier.de/pid/k/ShmuelTomiKlein.html'];2;2007;130-143
https://dblp.uni-trier.de/pid/c/MCrochemore.html;Building Phylogeny with Minimal Absent Words.;['https://dblp.uni-trier.de/pid/55/9960.html'];2;2011;100-109
https://dblp.uni-trier.de/pid/c/MCrochemore.html;On the Suffix Automaton with Mismatches.;['https://dblp.uni-trier.de/pid/59/3949.html', 'https://dblp.uni-trier.de/pid/39/6106.html', 'https://dblp.uni-trier.de/pid/m/FilippoMignosi.html'];4;2007;144-156
https://dblp.uni-trier.de/pid/c/MCrochemore.html;Factor Oracles.;['https://dblp.uni-trier.de/pid/i/LucianIlie.html', 'https://dblp.uni-trier.de/pid/66/1105.html'];3;2006;78-89
https://dblp.uni-trier.de/pid/c/MCrochemore.html;On the Implementation of Compact DAWG's.;['https://dblp.uni-trier.de/pid/h/JHolub.html'];2;2002;289-294
https://dblp.uni-trier.de/pid/02/312.html;Cascade Decompositions are Bit-Vector Algorithms.;['https://dblp.uni-trier.de/pid/96/6540.html'];2;2001;13-26
https://dblp.uni-trier.de/pid/02/312.html;Fast Implementations of Automata Computations.;['https://dblp.uni-trier.de/pid/96/6540.html'];2;2000;47-56
https://dblp.uni-trier.de/pid/02/312.html;Analysis of Reactive Systems with n Timers.;['https://dblp.uni-trier.de/pid/67/1510.html'];2;1999;27-38
https://dblp.uni-trier.de/pid/02/312.html;Automata and Computational Probabilities.;['https://dblp.uni-trier.de/pid/26/6700.html'];2;1998;164-177
https://dblp.uni-trier.de/pid/71/5443.html;Refinement of Near Random Access Video Coding with Weighted Finite Automata.;[];1;2006;46-57
https://dblp.uni-trier.de/pid/71/5443.html;Parametric Weighted Finite Automata for Figure Drawing.;[];1;2004;259-268
https://dblp.uni-trier.de/pid/94/270.html;Classical and Quantum Counter Automata on Promise Problems.;['https://dblp.uni-trier.de/pid/82/4618.html'];2;2015;224-237
https://dblp.uni-trier.de/pid/64/3701.html;On the Hardness of Priority Synthesis.;['https://dblp.uni-trier.de/pid/55/5062.html', 'https://dblp.uni-trier.de/pid/70/6638.html', 'https://dblp.uni-trier.de/pid/k/AloisKnoll.html'];4;2011;110-117
https://dblp.uni-trier.de/pid/48/2968.html;Implementation of Catalytic P Systems.;['https://dblp.uni-trier.de/pid/84/472.html', 'https://dblp.uni-trier.de/pid/97/6960.html', 'https://dblp.uni-trier.de/pid/97/5256.html'];4;2004;45-56
